customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Numeric,tenure_group,charges_per_tenure,service_count,has_addons,has_premium_support,contract_stability,is_high_value,auto_payment,senior_alone,monthly_total_ratio
7743-EXURX,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,1,1,0-1 Year,46.11666666666667,1,1,0,0,0,0,0,0.12270159836558105
4682-BLBUC,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,0,0,2-4 Years,72.23222222222222,4,1,1,1,1,0,0,0.0218210336926602
0975-VOOVL,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,0,0,0-1 Year,24.625,1,1,0,0,0,0,0,0.29346733668341707
5968-VXZLG,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,0,0,0-1 Year,29.3,0,0,0,0,0,1,0,0.5241844769403824
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,1,1,0-1 Year,75.465,1,1,0,0,1,1,0,0.11294911665453583
4988-IQIGL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,1,0-1 Year,37.675,0,0,0,0,1,0,1,0.9869024230517355
5201-FRKKS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,0,0,2-4 Years,75.08653846153847,1,1,0,0,1,1,0,0.03803916549340842
9799-CAYJJ,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,0,0,0-1 Year,51.26666666666667,0,0,0,0,0,0,0,0.4476744186046511
7730-IUTDZ,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,1,1,2-4 Years,72.69545454545454,1,1,0,0,1,0,0,0.023502937867233405
0426-TIRNE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,1,1,0-1 Year,10.45,0,0,0,0,0,0,0,0.954337899543379
5443-SCMKX,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,0,0,4+ Years,95.08728813559321,3,1,0,1,1,0,0,0.016805824118050667
8295-KMENE,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,0,0,4+ Years,75.325,4,1,1,2,1,0,0,0.01691184603473067
6738-ISCBM,Male,0,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,0,0,2-4 Years,54.227777777777774,4,1,0,1,0,0,0,0.022119815668202765
9821-BESNZ,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,0,0,4+ Years,102.39701492537314,4,1,1,1,1,0,0,0.015193249387897866
3678-MNGZX,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,0,0,4+ Years,19.96666666666667,0,0,0,2,0,1,0,0.014470153042721404
1335-NTIUC,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,0,0,0-1 Year,19.025,0,0,0,0,0,0,0,0.13045751633986927
2916-BQZLN,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,0,0,1-2 Years,82.5975,2,1,0,0,1,0,0,0.051271968299101606
4558-CGYCZ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,0,0,0-1 Year,15.66,0,0,0,0,0,0,0,0.24905422446406053
2368-GAKKQ,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,0,0,4+ Years,111.82042253521126,6,1,1,2,1,1,0,0.014313151349138882
8710-YGLWG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,0,0,0-1 Year,22.45,0,0,0,0,0,0,0,0.9782135076252724
3199-XGZCY,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,0,0,0-1 Year,64.07777777777778,0,0,0,0,1,0,0,0.13025791933529512
3785-KTYSH,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279.0,0,0,4+ Years,23.685185185185187,0,0,0,2,0,0,0,0.01921875
6814-ZPWFQ,Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,0,0,4+ Years,24.24423076923077,0,0,0,1,0,1,1,0.0198145359435682
4063-EIKNQ,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,0,0,0-1 Year,22.27916666666667,0,0,0,0,0,1,0,0.07806968511272591
6993-YCOBK,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,0,0,4+ Years,107.98114754098361,5,1,1,2,1,0,0,0.016788481826392525
5206-HPJKM,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,0,0,1-2 Years,51.89722222222222,2,1,0,0,0,1,0,0.059348767577394004
7587-RZNME,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,1,1,0-1 Year,30.9125,0,0,0,0,0,0,0,0.34737264340152424
0748-RDGGM,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,1,1,4+ Years,106.1218309859155,6,1,1,1,1,1,0,0.014530929647741072
8393-JMVMB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,0,0,0-1 Year,9.725,0,0,0,0,0,0,0,0.9511002444987775
5019-GQVCR,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,0,0,2-4 Years,82.85454545454546,1,1,0,0,1,0,1,0.023268249876597376
6036-TTFYU,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,0,0,1-2 Years,18.49705882352941,0,0,0,0,0,0,0,0.06213346013631321
2550-AEVRU,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,0,0,4+ Years,52.63793103448276,2,1,0,1,0,0,0,0.017501637197118534
0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,0,0,2-4 Years,17.817105263157895,0,0,0,1,0,1,0,0.02920138632844186
0378-CJKPV,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,0,0,4+ Years,109.12260273972602,6,1,1,2,1,1,0,0.014070629287242922
4706-AXVKM,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1,1,0-1 Year,75.57083333333334,1,1,0,0,1,1,1,0.09340750123919149
5889-JTMUL,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,1,1,4+ Years,95.85686274509804,3,1,0,0,1,0,0,0.019438820377528275
9026-RNUJS,Male,1,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,1,1,0-1 Year,39.541666666666664,1,1,0,0,0,0,1,0.2113326337880378
3746-EUBYR,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,1,0-1 Year,37.3,0,0,0,0,1,1,0,0.9867724867724867
2332-EFBJY,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,1,1,1-2 Years,20.141176470588235,0,0,0,0,0,0,0,0.05736750145602796
2880-FPNAE,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,0,0,0-1 Year,46.699999999999996,1,1,0,0,1,0,0,0.52586817859674
1703-MGIAB,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108.0,0,0,1-2 Years,61.55555555555556,3,1,1,0,0,0,0,0.062218214607754736
4311-QTTAI,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,295.55,0,0,1-2 Years,17.38529411764706,0,0,0,1,0,1,0,0.06525037936267071
9474-PHLYD,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,1,1,1-2 Years,55.790625,2,1,0,0,0,0,0,0.06652492586583114
4318-RAJVY,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,0,0,0-1 Year,18.022727272727273,0,0,0,1,0,0,0,0.09937264742785445
2165-VOEGB,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,1,1,2-4 Years,102.61382978723405,5,1,1,1,1,1,0,0.02180830664303409
3612-YUNGG,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,0,0,4+ Years,103.71,5,1,1,2,1,1,0,0.01619661383979888
2254-DLXRI,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,0,0,0-1 Year,39.575,1,1,0,0,1,0,0,0.9875233936369308
5062-CJJKH,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,0,0,2-4 Years,52.13269230769231,2,1,0,1,0,0,0,0.03955177116738545
9028-LIHRP,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209.0,0,0,4+ Years,100.125,5,1,1,2,1,1,0,0.01389736477115118
2219-MVUSO,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,1,1,0-1 Year,48.71111111111111,0,0,0,0,0,0,0,0.10275375512061903
1053-MXTTK,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,0,0,4+ Years,105.84041095890412,6,1,1,2,1,1,0,0.01406044763081781
1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,0,0,4+ Years,41.415,2,1,0,0,0,1,0,0.019621093278629178
1301-LOPVR,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,0,0,2-4 Years,54.565000000000005,5,1,1,1,0,1,0,0.03379224030037547
0853-TWRVK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,0,0,4+ Years,103.85616438356165,5,1,1,2,1,1,0,0.013926805143422353
8914-RBTSB,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,1,1,2-4 Years,94.359375,3,1,0,0,1,0,0,0.031054461181923523
6212-ATMLK,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,0,0,4+ Years,92.74019607843137,2,1,0,0,1,0,0,0.020229350525815145
8200-LGKSR,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,0,0,4+ Years,85.08472222222223,5,1,1,2,1,0,0,0.013579017806139935
1568-BEKZM,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,0,0,4+ Years,89.20281690140844,6,1,1,2,1,1,0,0.014216026774437989
0670-ANMUU,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,0,0,4+ Years,92.88680555555555,3,1,1,1,1,1,0,0.014598922086756318
6897-RWMUB,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,0,0,4+ Years,67.06854838709677,4,1,1,2,0,1,0,0.016361122798581474
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,1,2-4 Years,96.46666666666667,3,1,1,0,1,0,0,0.030209772641627938
7594-RQHXR,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,1,1,0-1 Year,39.8,1,1,0,0,1,0,0,0.9875930521091811
6999-CHVCF,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,0,0,4+ Years,103.61376811594204,4,1,0,2,1,1,0,0.014279021306649323
6134-KWTBV,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4,1429.65,0,0,4+ Years,22.692857142857143,0,0,0,2,0,1,0,0.016356201726487957
1077-HUUJM,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,0,0,0-1 Year,59.08125,0,0,0,0,1,0,0,0.15000527815897816
6331-EWIEB,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,1,1,1-2 Years,82.5952380952381,1,1,0,0,1,0,0,0.0491212906943244
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,113.5,0,0,0-1 Year,16.214285714285715,0,0,0,1,0,0,0,0.16986899563318777
2045-BMBTJ,Female,1,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,0,0,2-4 Years,55.43088235294118,5,1,0,0,0,1,1,0.03152758995571819
8417-GSODA,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,0,0,2-4 Years,88.55689655172414,2,1,0,1,1,1,0,0.03588735574022536
5171-EPLKN,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,470.0,0,0,2-4 Years,16.785714285714285,0,0,0,2,0,1,0,0.0421443736730361
4452-QIIEB,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,0,0,0-1 Year,34.8,0,0,0,0,0,0,0,0.15712240515390122
5998-VVEJY,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2088.8,1,1,2-4 Years,77.36296296296297,1,1,1,0,1,0,0,0.03852043257728012
1624-NALOJ,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,1,1,0-1 Year,83.76666666666667,2,1,0,0,1,0,1,0.17831612390786336
6741-EGCBI,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,0,0,2-4 Years,83.73709677419355,2,1,0,0,1,1,1,0.034849914319271424
7820-ZYGNY,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,0,0,4+ Years,91.0234375,2,1,0,1,1,1,0,0.015523899425040762
4317-VTEOA,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,1,1,0-1 Year,25.375,1,1,0,0,0,0,0,0.9806763285024155
9677-AVKED,Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,0,0,4+ Years,82.40277777777777,5,1,1,1,1,0,0,0.019008032354097624
1670-SVOWZ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,1,1,1-2 Years,80.55666666666666,3,1,1,0,1,1,0,0.07413073138462811
2227-JRSJX,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,0,0,1-2 Years,88.92727272727274,4,1,1,0,1,1,0,0.05065392868090324
9847-HNVGP,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,310.6,0,0,1-2 Years,17.255555555555556,0,0,0,1,0,0,0,0.06402439024390243
6696-YDAYZ,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,290.55,0,0,1-2 Years,17.091176470588238,0,0,0,2,0,0,0,0.07031383982164294
8980-WQFWL,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,0,0,2-4 Years,58.224999999999994,2,1,0,0,0,0,0,0.029612321777693008
1730-ZMAME,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665.0,0,0,2-4 Years,80.75757575757575,1,1,0,0,1,0,1,0.029819954988747188
6506-EYCNH,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,0,0,2-4 Years,18.75172413793103,0,0,0,0,0,1,0,0.03588472834067548
4634-JLRJT,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,0,0,0-1 Year,10.175,0,0,0,0,0,0,0,0.9531615925058547
9501-UKKNL,Male,0,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,0,0,4+ Years,50.09666666666667,3,1,1,0,0,0,0,0.017194359451909006
2560-QTSBS,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.3,1623.15,0,0,4+ Years,22.234931506849318,0,0,0,1,0,1,0,0.014345965581996736
7541-YLXCL,Male,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,1,1,2-4 Years,67.52432432432433,3,1,1,1,0,0,0,0.026166279907177722
4795-WRNVT,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586.0,0,0,2-4 Years,63.073170731707314,3,1,0,0,0,0,0,0.025164282953227674
6080-TCMYC,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,0,0,2-4 Years,80.30000000000001,1,1,0,0,1,0,0,0.024656120001214588
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,1,1,0-1 Year,65.14,4,1,1,0,1,0,0,0.11174126302881669
7860-UXCRM,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,0,0,4+ Years,73.03984375,5,1,1,2,1,1,0,0.015933954294147214
6357-JJPQT,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,0,0,0-1 Year,58.0875,1,1,0,0,1,0,0,0.3449753589029355
2292-XQWSV,Male,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,2448.5,0,0,2-4 Years,59.71951219512195,5,1,1,1,0,0,0,0.024617268830373545
9552-TGUZV,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,0,0,0-1 Year,73.12222222222222,1,1,0,0,1,0,0,0.1137915339098771
5913-INRQV,Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,0,0,2-4 Years,89.39428571428572,3,1,1,1,1,0,0,0.028803757428589687
8722-NGNBH,Male,0,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,223.45,1,1,0-1 Year,37.24166666666667,3,1,1,0,0,0,0,0.17821341055914458
6210-KBBPI,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,1,1,0-1 Year,91.94,3,1,0,0,1,1,1,0.10805084745762712
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0,0,0-1 Year,65.39500000000001,3,1,0,0,0,1,0,0.10542789525918007
8734-FNWVH,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,0,0,2-4 Years,57.046875,1,1,0,0,0,1,0,0.03268546400218998
9447-YPTBX,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,0,0,4+ Years,18.492156862745098,0,0,0,1,0,1,0,0.021025315114924267
0133-BMFZO,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,1,1,0-1 Year,60.550000000000004,3,1,1,0,1,0,0,0.4722146181220914
6128-CZOMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,1,0-1 Year,22.825,0,0,0,0,0,0,0,0.9785637727759914
9540-JYROE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,1,1,0-1 Year,61.26111111111111,0,0,0,0,0,0,0,0.1269122838779759
9026-LHEVG,Female,0,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,0,0,0-1 Year,35.94,2,1,0,0,0,0,0,0.11306881243063263
2260-USTRB,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,1,1,0-1 Year,38.65,0,0,0,0,0,1,1,0.6002565198802907
3656-TKRVZ,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,1,1,0-1 Year,41.3,2,1,0,0,0,0,0,0.33303249097472926
7011-CVEUC,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,0,2-4 Years,89.93653846153846,3,1,1,0,1,1,0,0.04090879945283947
6185-TASNN,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,46.3,0,0,0-1 Year,23.15,0,0,0,0,0,0,1,0.9788583509513742
7925-PNRGI,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,0,0,2-4 Years,76.9804347826087,5,1,1,0,1,0,0,0.022952485813500467
8623-TMRBY,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4146.05,1,1,4+ Years,79.73173076923078,2,1,0,0,1,0,0,0.020303589298416948
1552-CZCLL,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,1087.25,0,0,4+ Years,19.415178571428573,0,0,0,0,0,1,0,0.018378130025269928
3038-PQIUY,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,0,0,2-4 Years,64.67692307692307,3,1,0,0,0,1,0,0.026214631053340733
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,1,1,0-1 Year,27.0,0,0,0,0,0,0,0,0.5591463414634147
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,0,0,2-4 Years,18.392307692307693,0,0,0,0,0,0,0,0.027286649032437705
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,0,0,2-4 Years,49.54857142857143,1,1,0,0,0,0,0,0.028699861687413553
